Date : 2025-08-30 19:48:28
Directory : /Users/kuben/projects/surge/surgelight
Total : 504 files,  44708 codes, 1986 comments, 4512 blanks, all 51206 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/kuben/projects/surge/surgelight/src/components/ui/calendar.tsx                                              | TypeScript JSX     |        203 |          0 |         11 |        214 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/card.tsx                                                  | TypeScript JSX     |         83 |          0 |         10 |         93 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/carousel.tsx                                              | TypeScript JSX     |        214 |          0 |         28 |        242 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/chart.tsx                                                 | TypeScript JSX     |        315 |          2 |         37 |        354 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/checkbox.tsx                                              | TypeScript JSX     |         28 |          0 |          5 |         33 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/collapsible.tsx                                           | TypeScript JSX     |         28 |          0 |          6 |         34 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/command.tsx                                               | TypeScript JSX     |        172 |          0 |         13 |        185 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/context-menu.tsx                                          | TypeScript JSX     |        234 |          0 |         19 |        253 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/dialog.tsx                                                | TypeScript JSX     |        130 |          0 |         14 |        144 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/drawer.tsx                                                | TypeScript JSX     |        122 |          0 |         14 |        136 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/dropdown-menu.tsx                                         | TypeScript JSX     |        239 |          0 |         19 |        258 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/form.tsx                                                  | TypeScript JSX     |        143 |          0 |         25 |        168 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/hover-card.tsx                                            | TypeScript JSX     |         38 |          0 |          7 |         45 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/input-otp.tsx                                             | TypeScript JSX     |         69 |          0 |          9 |         78 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/input.tsx                                                 | TypeScript JSX     |         18 |          0 |          4 |         22 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/label.tsx                                                 | TypeScript JSX     |         20 |          0 |          5 |         25 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/menubar.tsx                                               | TypeScript JSX     |        257 |          0 |         20 |        277 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/navigation-menu.tsx                                       | TypeScript JSX     |        157 |          0 |         12 |        169 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/pagination.tsx                                            | TypeScript JSX     |        117 |          0 |         11 |        128 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/popover.tsx                                               | TypeScript JSX     |         41 |          0 |          8 |         49 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/progress.tsx                                              | TypeScript JSX     |         27 |          0 |          5 |         32 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/radio-group.tsx                                           | TypeScript JSX     |         40 |          0 |          6 |         46 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/resizable.tsx                                             | TypeScript JSX     |         50 |          0 |          7 |         57 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/scroll-area.tsx                                           | TypeScript JSX     |         53 |          0 |          6 |         59 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/select.tsx                                                | TypeScript JSX     |        172 |          0 |         14 |        186 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/separator.tsx                                             | TypeScript JSX     |         24 |          0 |          5 |         29 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/sheet.tsx                                                 | TypeScript JSX     |        126 |          0 |         14 |        140 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/sidebar.tsx                                               | TypeScript JSX     |        661 |         12 |         55 |        728 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/skeleton.tsx                                              | TypeScript JSX     |         11 |          0 |          3 |         14 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/slider.tsx                                                | TypeScript JSX     |         58 |          0 |          6 |         64 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/sonner.tsx                                                | TypeScript JSX     |         22 |          0 |          5 |         27 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/switch.tsx                                                | TypeScript JSX     |         27 |          0 |          5 |         32 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/table.tsx                                                 | TypeScript JSX     |        105 |          0 |         12 |        117 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/tabs.tsx                                                  | TypeScript JSX     |         59 |          0 |          8 |         67 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/textarea.tsx                                              | TypeScript JSX     |         15 |          0 |          4 |         19 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/toggle-group.tsx                                          | TypeScript JSX     |         66 |          0 |          8 |         74 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/toggle.tsx                                                | TypeScript JSX     |         42 |          0 |          6 |         48 |
| /Users/kuben/projects/surge/surgelight/src/components/ui/tooltip.tsx                                               | TypeScript JSX     |         54 |          0 |          8 |         62 |
| /Users/kuben/projects/surge/surgelight/src/env.js                                                                  | JavaScript         |         14 |         23 |          4 |         41 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/components/AnalyticsContainer.tsx                    | TypeScript JSX     |        228 |         13 |         15 |        256 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/components/AnalyticsHeader.tsx                       | TypeScript JSX     |         78 |          4 |          7 |         89 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/components/CampaignSelector.tsx                      | TypeScript JSX     |        137 |          5 |         13 |        155 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/components/CommentsSection.tsx                       | TypeScript JSX     |        236 |          8 |         13 |        257 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/components/ErrorState.tsx                            | TypeScript JSX     |         29 |          0 |          3 |         32 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/components/LoadingState.tsx                          | TypeScript JSX     |         32 |          4 |          5 |         41 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/components/MetricsChart.tsx                          | TypeScript JSX     |        111 |          0 |          9 |        120 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/components/MetricsOverview.tsx                       | TypeScript JSX     |        102 |          0 |          5 |        107 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/components/VideoMetricsTable.tsx                     | TypeScript JSX     |        160 |         10 |         18 |        188 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/hooks/useAnalytics.ts                                | TypeScript         |        130 |         19 |         25 |        174 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/hooks/useComments.ts                                 | TypeScript         |         84 |         13 |         20 |        117 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/index.ts                                             | TypeScript         |         27 |          4 |          3 |         34 |
| /Users/kuben/projects/surge/surgelight/src/features/analytics/types/analytics.types.ts                             | TypeScript         |        119 |          6 |         16 |        141 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/CampaignAnalyticsPage.tsx                  | TypeScript JSX     |         25 |          0 |          2 |         27 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/components/AnalyticsAreaChart.tsx          | TypeScript JSX     |         96 |          1 |          6 |        103 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/components/AnalyticsClient.tsx             | TypeScript JSX     |        130 |          8 |         14 |        152 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/components/AnalyticsHeader.tsx             | TypeScript JSX     |         79 |          0 |          6 |         85 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/components/CampaignInfoSection.tsx         | TypeScript JSX     |         42 |          0 |          3 |         45 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/components/KPIMetrics.tsx                  | TypeScript JSX     |         84 |          0 |          7 |         91 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/components/MetricInfo.tsx                  | TypeScript JSX     |         43 |          1 |          6 |         50 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/components/MetricSummaryStats.tsx          | TypeScript JSX     |         58 |          1 |          5 |         64 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/components/MetricTabs.tsx                  | TypeScript JSX     |         43 |          0 |          4 |         47 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/components/MetricsChart.tsx                | TypeScript JSX     |         55 |          0 |          6 |         61 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/components/VideoPerformanceTable.tsx       | TypeScript JSX     |        141 |          2 |          9 |        152 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/constants/metrics.tsx                      | TypeScript JSX     |        124 |          3 |          7 |        134 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/hooks/useAnalyticsData.ts                  | TypeScript         |         76 |          7 |         13 |         96 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/index.ts                                   | TypeScript         |         16 |          5 |          4 |         25 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/types/analytics.types.ts                   | TypeScript         |          3 |          2 |          1 |          6 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/analytics/utils/analytics-calculations.ts            | TypeScript         |          7 |          1 |          0 |          8 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/CampaignCreatePage.tsx                        | TypeScript JSX     |         88 |         15 |         17 |        120 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/AudioTrimmer.tsx                   | TypeScript JSX     |        223 |         15 |         33 |        271 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/CampaignInfo.tsx                   | TypeScript JSX     |         74 |          0 |          5 |         79 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/ContentThemes.tsx                  | TypeScript JSX     |         98 |          2 |          6 |        106 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/GenreSelection.tsx                 | TypeScript JSX     |         62 |          4 |          6 |         72 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/ImageAssets.tsx                    | TypeScript JSX     |        154 |          5 |         17 |        176 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/LockOverlay.tsx                    | TypeScript JSX     |         29 |          0 |          4 |         33 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/LyricsEditor.tsx                   | TypeScript JSX     |        150 |          0 |         15 |        165 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/LyricsSelection.tsx                | TypeScript JSX     |        119 |          4 |         10 |        133 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/NavigationControls.tsx             | TypeScript JSX     |         82 |          1 |          7 |         90 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/ProgressIndicator.tsx              | TypeScript JSX     |         38 |          1 |          4 |         43 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/SongAudio.tsx                      | TypeScript JSX     |        449 |         22 |         48 |        519 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/SongDetails.tsx                    | TypeScript JSX     |         43 |          0 |          3 |         46 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/StepRenderer.tsx                   | TypeScript JSX     |         36 |          1 |          7 |         44 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/SubscriptionDialog.tsx             | TypeScript JSX     |         89 |          0 |          9 |         98 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/VideoAssets.tsx                    | TypeScript JSX     |        152 |          5 |         18 |        175 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/VideoCount.tsx                     | TypeScript JSX     |         99 |          1 |          8 |        108 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/VideoCountCustom.tsx               | TypeScript JSX     |         85 |          2 |          5 |         92 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/VideoCountHeader.tsx               | TypeScript JSX     |         34 |          0 |          4 |         38 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/VideoCountPreset.tsx               | TypeScript JSX     |         53 |          0 |          3 |         56 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/components/step-config.ts                     | TypeScript         |        204 |         11 |         13 |        228 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/constants/video-options.ts                    | TypeScript         |         20 |          0 |          5 |         25 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/hooks/useCampaignForm.ts                      | TypeScript         |        158 |         19 |         24 |        201 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/hooks/useCampaignFormNavigation.ts            | TypeScript         |         37 |          0 |          6 |         43 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/hooks/useCampaignFormSections.ts              | TypeScript         |         38 |          1 |          8 |         47 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/hooks/useCampaignFormState.ts                 | TypeScript         |        109 |         25 |         27 |        161 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/hooks/useCampaignFormSubmission.ts            | TypeScript         |         60 |          1 |          7 |         68 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/hooks/useCampaignFormValidation.ts            | TypeScript         |        169 |          1 |         22 |        192 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/hooks/useStepNavigation.ts                    | TypeScript         |         28 |          0 |          7 |         35 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/hooks/useVideoCountLogic.ts                   | TypeScript         |         46 |          0 |          9 |         55 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/index.ts                                      | TypeScript         |          7 |          6 |          5 |         18 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/types/video-count.types.ts                    | TypeScript         |          8 |          0 |          0 |          8 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/create/utils/pro-access.utils.ts                     | TypeScript         |         13 |         11 |          3 |         27 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/CampaignDetailPage.tsx                        | TypeScript JSX     |         25 |          0 |          2 |         27 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/components/CampaignClient.tsx                 | TypeScript JSX     |        127 |          7 |         18 |        152 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/components/CampaignHeader.tsx                 | TypeScript JSX     |        188 |          1 |         15 |        204 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/components/ProgressSection.tsx                | TypeScript JSX     |         57 |          0 |          6 |         63 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/components/VideoGridItem.tsx                  | TypeScript JSX     |         84 |          0 |          7 |         91 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/components/VideoPagination.tsx                | TypeScript JSX     |        120 |          7 |         16 |        143 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/components/VideoSection.tsx                   | TypeScript JSX     |         91 |          5 |         10 |        106 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/components/VideoSectionContent.tsx            | TypeScript JSX     |        108 |          3 |          7 |        118 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/components/VideoSectionHeader.tsx             | TypeScript JSX     |        178 |          2 |         14 |        194 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/hooks/useCampaignData.ts                      | TypeScript         |         26 |          0 |          5 |         31 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/hooks/useCampaignProgress.ts                  | TypeScript         |         28 |          4 |         11 |         43 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/hooks/useVideoDownload.ts                     | TypeScript         |         92 |          3 |         17 |        112 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/hooks/useVideoPagination.ts                   | TypeScript         |         33 |          1 |          8 |         42 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/index.ts                                      | TypeScript         |          9 |          4 |          3 |         16 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/detail/types/campaign-detail.types.ts                | TypeScript         |         27 |          0 |          3 |         30 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/AddToFolderTab.tsx                | TypeScript JSX     |        143 |         13 |         18 |        174 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/CampaignSearchBar.tsx             | TypeScript JSX     |         25 |          0 |          3 |         28 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/FolderCampaigns.tsx               | TypeScript JSX     |        118 |          2 |          6 |        126 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/FolderCreateForm.tsx              | TypeScript JSX     |         59 |          0 |          3 |         62 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/FolderEmptyState.tsx              | TypeScript JSX     |         13 |          0 |          2 |         15 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/FolderHeader.tsx                  | TypeScript JSX     |        161 |          5 |         15 |        181 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/FolderItem.tsx                    | TypeScript JSX     |         42 |          0 |          3 |         45 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/FolderList.tsx                    | TypeScript JSX     |         51 |          0 |          5 |         56 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/FolderManagerDialogContent.tsx    | TypeScript JSX     |        176 |          7 |         15 |        198 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/FolderNavigation.tsx              | TypeScript JSX     |         76 |          2 |          5 |         83 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/FolderSidebar.tsx                 | TypeScript JSX     |         69 |          0 |          4 |         73 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/FolderSidebarHeader.tsx           | TypeScript JSX     |         35 |          0 |          4 |         39 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/ManageFolderTab.tsx               | TypeScript JSX     |        144 |          9 |         17 |        170 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/SelectableCampaignCard.tsx        | TypeScript JSX     |         78 |          0 |          5 |         83 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/SelectableCampaignGrid.tsx        | TypeScript JSX     |         78 |          1 |          4 |         83 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/SelectionControls.tsx             | TypeScript JSX     |         53 |          0 |          6 |         59 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/components/WelcomeView.tsx                   | TypeScript JSX     |         25 |          0 |          3 |         28 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/dialogs/CreateFolderDialog.tsx               | TypeScript JSX     |        134 |          0 |         12 |        146 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/dialogs/FolderDeleteDialog.tsx               | TypeScript JSX     |         58 |          0 |          3 |         61 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/dialogs/FolderManagerDialog.tsx              | TypeScript JSX     |         48 |          3 |          8 |         59 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/hooks/useFolderActions.ts                    | TypeScript         |         19 |          4 |          5 |         28 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/hooks/useFolderCampaigns.ts                  | TypeScript         |         51 |          0 |          6 |         57 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/hooks/useFolderCreate.ts                     | TypeScript         |         69 |          0 |         10 |         79 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/hooks/useFolderData.ts                       | TypeScript         |         51 |          3 |          8 |         62 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/hooks/useFolderManagerLogic.ts               | TypeScript         |        122 |         11 |         19 |        152 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/hooks/useFolderModify.ts                     | TypeScript         |         77 |          4 |         13 |         94 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/hooks/useFolderSidebar.ts                    | TypeScript         |         78 |          4 |         14 |         96 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/index.ts                                     | TypeScript         |         26 |          4 |          3 |         33 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/types/folder-actions.types.ts                | TypeScript         |         27 |          5 |          6 |         38 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/types/folder-manager.types.ts                | TypeScript         |         41 |          3 |          4 |         48 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/folders/types/folder-sidebar.types.ts                | TypeScript         |         17 |          1 |          2 |         20 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/index.ts                                             | TypeScript         |         11 |          4 |          2 |         17 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/CampaignListPage.tsx                            | TypeScript JSX     |         88 |         11 |         10 |        109 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/AvailableCampaignCard.tsx            | TypeScript JSX     |         68 |          0 |          5 |         73 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/AvailableCampaigns.tsx               | TypeScript JSX     |         59 |          0 |          7 |         66 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/AvailableCampaignsHeader.tsx         | TypeScript JSX     |         15 |          0 |          3 |         18 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/CampaignActions.tsx                  | TypeScript JSX     |         48 |          0 |          3 |         51 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/CampaignBulkActions.tsx              | TypeScript JSX     |         47 |          0 |          5 |         52 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/CampaignCard.tsx                     | TypeScript JSX     |        151 |          0 |          8 |        159 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/CampaignGrid.tsx                     | TypeScript JSX     |         73 |          0 |          5 |         78 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/CampaignGridView.tsx                 | TypeScript JSX     |         25 |          0 |          4 |         29 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/CampaignListLoader.tsx               | TypeScript JSX     |          5 |          0 |          2 |          7 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/CampaignSearchInput.tsx              | TypeScript JSX     |         25 |          0 |          3 |         28 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/CampaignTableView.tsx                | TypeScript JSX     |        161 |          0 |          7 |        168 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/CampaignsHeader.tsx                  | TypeScript JSX     |        131 |          3 |          9 |        143 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/DeleteCampaignDialog.tsx             | TypeScript JSX     |         77 |          0 |          6 |         83 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/RenameCampaignDialog.tsx             | TypeScript JSX     |        110 |          0 |         11 |        121 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/components/index.ts                             | TypeScript         |         10 |          1 |          0 |         11 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/hooks/useAvailableCampaigns.ts                  | TypeScript         |         27 |          0 |          6 |         33 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/hooks/useCampaignData.ts                        | TypeScript         |        130 |         12 |         20 |        162 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/hooks/useCampaignSelection.ts                   | TypeScript         |         72 |         14 |         19 |        105 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/hooks/useSelectionLogic.ts                      | TypeScript         |        132 |         13 |         28 |        173 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/list/index.ts                                        | TypeScript         |         10 |          3 |          2 |         15 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/DateStep.tsx                       | TypeScript JSX     |         35 |          0 |          3 |         38 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/ProfilesStep.tsx                   | TypeScript JSX     |        134 |          1 |          7 |        142 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/ProgressModal.tsx                  | TypeScript JSX     |         63 |          0 |          8 |         71 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/ReviewStep.tsx                     | TypeScript JSX     |        126 |          0 |          7 |        133 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/ScheduleDialogContent.tsx          | TypeScript JSX     |        100 |          4 |         12 |        116 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/ScheduleDialogNavigation.tsx       | TypeScript JSX     |         68 |          0 |          5 |         73 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/StepIndicator.tsx                  | TypeScript JSX     |         53 |          0 |          4 |         57 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/TimeStep.tsx                       | TypeScript JSX     |         45 |          0 |          3 |         48 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/UnscheduleProgress.tsx             | TypeScript JSX     |         22 |          0 |          4 |         26 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/UnscheduleVideoHeader.tsx          | TypeScript JSX     |         38 |          0 |          4 |         42 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/UnscheduleVideoItem.tsx            | TypeScript JSX     |         77 |          0 |          9 |         86 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/VideoGrid.tsx                      | TypeScript JSX     |         89 |          0 |          5 |         94 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/VideoTableView.tsx                 | TypeScript JSX     |        147 |          7 |         13 |        167 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/ViewToggle.tsx                     | TypeScript JSX     |         54 |          0 |          6 |         60 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/LazyVideo.tsx                | TypeScript JSX     |         36 |          1 |          8 |         45 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/PlatformActions.tsx          | TypeScript JSX     |         23 |          1 |          4 |         28 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/PlatformIcons.tsx            | TypeScript JSX     |         16 |          1 |          3 |         20 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/PlatformStatusBadge.tsx      | TypeScript JSX     |        131 |          4 |         14 |        149 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/ScheduledDate.tsx            | TypeScript JSX     |         24 |          0 |          4 |         28 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/VideoActions.tsx             | TypeScript JSX     |         36 |          0 |          5 |         41 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/VideoInfo.tsx                | TypeScript JSX     |         52 |          1 |          5 |         58 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/VideoRowSelection.tsx        | TypeScript JSX     |         35 |          2 |          5 |         42 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/VideoTableHeader.tsx         | TypeScript JSX     |        138 |          0 |          6 |        144 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/VideoTableRow.tsx            | TypeScript JSX     |         79 |          1 |          9 |         89 |
